request_id,workload_category_eager,backend_eager,status_eager,finish_reason_eager,source_eager,source_id_eager,prompt_hash_eager,frozen_input_tokens_eager,runtime_input_tokens_eager,max_new_tokens_eager,output_tokens_eager,output_hash_eager,ended_with_eos_eager,hit_max_new_tokens_eager,generation_ratio_eager,sampling_seed_eager,template_ms_eager,tokenization_ms_eager,preprocess_ms_eager,h2d_ms_eager,model_ttft_ms_eager,stream_cpu_first_token_ms_eager,request_ttft_ms_eager,decode_total_gpu_ms_eager,decode_wall_ms_eager,mean_tpot_ms_eager,p50_tpot_ms_eager,p95_tpot_ms_eager,p99_tpot_ms_eager,mean_stream_itl_ms_eager,p50_stream_itl_ms_eager,p95_stream_itl_ms_eager,p99_stream_itl_ms_eager,e2e_model_ms_eager,e2e_request_ms_eager,decode_tokens_per_s_eager,stream_decode_tokens_per_s_eager,stream_total_chars_eager,start_allocated_gib_eager,start_reserved_gib_eager,post_prefill_allocated_gib_eager,post_prefill_reserved_gib_eager,final_allocated_gib_eager,final_reserved_gib_eager,peak_allocated_gib_eager,peak_reserved_gib_eager,error_type_eager,error_message_eager,workload_category_flash,backend_flash,status_flash,finish_reason_flash,source_flash,source_id_flash,prompt_hash_flash,frozen_input_tokens_flash,runtime_input_tokens_flash,max_new_tokens_flash,output_tokens_flash,output_hash_flash,ended_with_eos_flash,hit_max_new_tokens_flash,generation_ratio_flash,sampling_seed_flash,template_ms_flash,tokenization_ms_flash,preprocess_ms_flash,h2d_ms_flash,model_ttft_ms_flash,stream_cpu_first_token_ms_flash,request_ttft_ms_flash,decode_total_gpu_ms_flash,decode_wall_ms_flash,mean_tpot_ms_flash,p50_tpot_ms_flash,p95_tpot_ms_flash,p99_tpot_ms_flash,mean_stream_itl_ms_flash,p50_stream_itl_ms_flash,p95_stream_itl_ms_flash,p99_stream_itl_ms_flash,e2e_model_ms_flash,e2e_request_ms_flash,decode_tokens_per_s_flash,stream_decode_tokens_per_s_flash,stream_total_chars_flash,start_allocated_gib_flash,start_reserved_gib_flash,post_prefill_allocated_gib_flash,post_prefill_reserved_gib_flash,final_allocated_gib_flash,final_reserved_gib_flash,peak_allocated_gib_flash,peak_reserved_gib_flash,error_type_flash,error_message_flash,workload_category,prompt_hash,frozen_input_tokens,runtime_input_tokens,max_new_tokens,sampling_seed,same_output_hash,same_output_tokens,same_finish_reason,output_token_delta_flash_minus_eager,model_ttft_ms_speedup_eager_over_flash,request_ttft_ms_speedup_eager_over_flash,mean_tpot_ms_speedup_eager_over_flash,mean_stream_itl_ms_speedup_eager_over_flash,e2e_request_ms_speedup_eager_over_flash,decode_throughput_speedup_flash_over_eager,peak_allocated_reduction_pct,peak_reserved_reduction_pct,input_band
req_0667,document_qa,eager,ok,eos,google_natural_questions,-2091043336262607581,54d829d6b858b08985ac,1125,1125,256,47,4f12df255fdc8879226b,1,0,0.18359375,42026667,0.0609520002399222,2.09315299980517,2.1541050000450923,0.1011200025677681,109.84979248046876,0.0969820002865162,113.16238499966856,835.1162586212158,843.7676140001713,18.154701274374258,18.01609516143799,19.243264198303223,19.881779003143308,18.341799195656243,18.18732999981876,19.437790500205665,20.175918299855766,944.9660511016846,956.92999899984,55.08215116772651,54.51738042175042,205,2.88515853881836,9.3203125,3.233595371246338,9.3203125,2.9167380332946777,9.3203125,3.240215301513672,9.3203125,,,document_qa,flash,ok,eos,google_natural_questions,-2091043336262607581,54d829d6b858b08985ac,1125,1125,256,42,915f601801918f586a0a,1,0,0.1640625,42026667,0.067962000002808,2.188024999895788,2.255986999898596,0.149504005908966,76.10265350341797,0.0601809999807301,79.4445579999774,613.5630741119385,620.5050660000779,14.964953027120451,14.885120391845703,15.930368423461914,15.967788887023923,15.133241829272908,15.056727000001048,16.088497000055213,16.131420200008506,689.6657276153564,699.9496240000553,66.82279578076428,66.0752059033066,178,2.88515853881836,6.970703125,3.233595371246338,6.970703125,2.916604518890381,6.970703125,3.239288330078125,6.970703125,,,document_qa,54d829d6b858b08985ac,1125,1125,256,42026667,False,False,True,-5,1.4434423429865704,1.424419593343332,1.213147895718292,1.2120204912193286,1.3671412430100318,1.2131478957182922,0.028608328437740305,25.209555741827327,1025-2048
req_0437,knowledge_qa,eager,ok,length,google_nq_open,train_80705,6e2eede485ddc908dde7,40,40,128,128,c6f3017932568d541927,0,1,1.0,42026437,0.0835809996715397,0.3104170000369777,0.3939979997085174,0.1372479945421219,19.740671157836918,0.0329109998347121,20.82018399960361,2255.8420581817627,2277.2934680006074,17.762535891194982,17.693695068359375,18.47140121459961,18.82775089263916,17.931119582678413,17.855103999863786,18.65856199965492,19.017352480295813,2275.5827293396,2298.113652000211,56.29826766434331,55.76795515577623,581,2.88515853881836,9.3203125,2.897824764251709,9.3203125,2.8899049758911133,9.3203125,2.903517723083496,9.3203125,,,knowledge_qa,flash,ok,length,google_nq_open,train_80705,6e2eede485ddc908dde7,40,40,128,128,32f33014dab347c465a5,0,1,1.0,42026437,0.0760709999667597,0.2573260001099697,0.3333970000767294,0.1208320036530494,16.692224502563477,0.0368200001048535,17.6646500001425,1879.5769596099851,1899.615427000072,14.799818579606184,14.730048179626465,15.502131462097168,16.040980854034423,14.957096811023918,14.891052999928434,15.65921540002364,16.200811940107087,1896.2691841125488,1917.280077000214,67.56839583006628,66.85563730157853,514,2.88515853881836,6.970703125,2.897824764251709,6.970703125,2.8899049758911133,6.970703125,2.903517723083496,6.970703125,,,knowledge_qa,6e2eede485ddc908dde7,40,40,128,42026437,False,True,True,0,1.1826267466511298,1.1786355234570542,1.2001860560420219,1.1988369005850477,1.198632207974461,1.2001860560420219,0.0,25.209555741827327,<=128
req_0474,knowledge_qa,eager,ok,eos,google_nq_open,train_80111,5b5943b81f0b02b42e9a,42,42,128,93,9e0de5c1f5b99cb9c576,1,0,0.7265625,42026474,0.0681519995850976,0.2699450005820836,0.3380970001671812,0.1511040031909942,19.61676788330078,0.0277910003205761,20.662672000071325,1654.151647567749,1671.2629459998425,17.979909212692924,17.87507152557373,18.74012155532837,19.30701904296875,18.165304619564584,18.04810800013001,18.95301995004957,19.489721259969883,1673.7684154510498,1691.9256179999138,55.617633446894686,55.04818988550032,360,2.88515853881836,9.3203125,2.898167610168457,9.3203125,2.889023780822754,9.3203125,2.903860569000244,9.3203125,,,knowledge_qa,flash,ok,eos,google_nq_open,train_80111,5b5943b81f0b02b42e9a,42,42,128,57,79125a8902ac0e5daf0c,1,0,0.4453125,42026474,0.0632609999229316,0.2330550000806397,0.2963160000035714,0.1228159964084625,16.725887298583984,0.0342209998507314,17.60900999988735,823.3555192947388,832.2455390000414,14.702777130263192,14.62937593460083,15.60590362548828,16.184881925582886,14.860633714286156,14.780785999960244,15.76284799983796,16.354683699898942,840.0814065933228,849.8545489999287,68.01436158218492,67.28783438993864,242,2.88515853881836,6.970703125,2.898167610168457,6.970703125,2.8880615234375,6.970703125,2.903860569000244,6.970703125,,,knowledge_qa,5b5943b81f0b02b42e9a,42,42,128,42026474,False,False,True,-36,1.1728386980678471,1.1734147462125077,1.2228920464069544,1.2223775223058966,1.9908413974966623,1.2228920464069544,0.0,25.209555741827327,<=128
req_0221,short_interactive,eager,ok,length,lmsys_chatbot_arena_conversations,d676304d419d4bd1b298079cf9fa2cac,028a8f842340558c2087,50,50,256,256,df2a77b52d2361e056e9,0,1,1.0,42026221,0.066581999817572,0.2802150002025882,0.3467970000201603,0.2621119916439056,20.328031539916992,0.0388999997085193,21.528747999582265,4567.139150619507,4610.515966000094,17.910349610272576,17.80303955078125,18.833014297485352,19.15376461029053,18.08031265098215,17.963805999897886,19.03663230004895,19.32900999992853,4587.467182159424,4632.044713999676,55.83363930687565,55.30834333520988,1271,2.88515853881836,9.3203125,2.9006452560424805,9.3203125,2.89359188079834,9.3203125,2.90610408782959,9.3203125,,,short_interactive,flash,ok,length,lmsys_chatbot_arena_conversations,d676304d419d4bd1b298079cf9fa2cac,028a8f842340558c2087,50,50,256,256,95af7d0a1e2fb8580194,0,1,1.0,42026221,0.0691909999659401,0.3324669999074103,0.4016579998733505,0.1126080006361007,16.112384796142578,0.0294310000299447,17.10905800018736,3760.304008483887,3801.2015350000174,14.746290229348576,14.655488014221191,15.477533245086669,16.020350799560546,14.90656958431364,14.827651999894442,15.660976699973617,16.174452140080575,3776.416393280029,3818.3105930002057,67.8136659761223,67.08405162211395,1261,2.88515853881836,6.970703125,2.9006452560424805,6.970703125,2.89359188079834,6.970703125,2.90610408782959,6.970703125,,,short_interactive,028a8f842340558c2087,50,50,256,42026221,False,True,True,0,1.2616401480669497,1.2583245669835537,1.2145664659865965,1.2129090163043466,1.2131136535857565,1.214566465986597,0.0,25.209555741827327,<=128
req_0324,knowledge_qa,eager,ok,eos,google_nq_open,train_34608,a4b6821a9afad89f4e23,37,37,128,123,5af269ed066e66426cb7,1,0,0.9609375,42026324,0.0682119998600683,0.2590849999251077,0.327296999785176,0.1318400055170059,19.956735610961918,0.0351810003849095,21.01079900057812,2169.908641815185,2192.459389999385,17.786136408321195,17.64799976348877,18.736526107788084,19.15258878707885,17.970486959010948,17.82080800012409,18.913859450503875,19.356175180109854,2189.8653774261475,2213.4701889999637,56.223565199474855,55.64527240800306,635,2.88515853881836,9.3203125,2.8966193199157715,9.3203125,2.8896913528442383,9.3203125,2.9023122787475586,9.3203125,,,knowledge_qa,flash,ok,eos,google_nq_open,train_34608,a4b6821a9afad89f4e23,37,37,128,76,317bd0b1882d38401b85,1,0,0.59375,42026324,0.0655410001400014,0.2531959999032551,0.3187370000432565,0.1187840029597282,16.02252769470215,0.0341809998190001,17.122568999866417,1102.2766361236572,1114.0814500001852,14.697021814982095,14.575615882873535,15.4941312789917,15.677915897369385,14.853750386667649,14.737609999883716,15.646621600012622,15.829167800043251,1118.2991638183594,1131.2040190000516,68.04099582818904,67.3200330191186,344,2.88515853881836,6.970703125,2.8966193199157715,6.970703125,2.8884353637695312,6.970703125,2.9023122787475586,6.970703125,,,knowledge_qa,a4b6821a9afad89f4e23,37,37,128,42026324,False,False,True,-47,1.245542275926951,1.2270821627725395,1.2101864331581835,1.2098282582653874,1.9567382645586788,1.2101864331581833,0.0,25.209555741827327,<=128
req_0414,knowledge_qa,eager,ok,length,google_nq_open,train_61390,b35c414f260b1aed873b,39,39,128,128,0c4559f189847bd1ab6a,0,1,1.0,42026414,0.0678010001138318,0.2565249997132923,0.3243259998271242,0.125119999051094,20.7706241607666,0.0349210004060296,21.74370300053852,2282.9655933380127,2304.374949999328,17.97610703415758,17.895423889160156,18.74306545257568,19.30787990570068,18.1443733779486,18.06422800018481,18.9118606996999,19.48967076043118,2303.7362174987798,2326.1186529998668,55.62939729385425,55.112558830774056,444,2.88515853881836,9.3203125,2.8977980613708496,9.3203125,2.889878273010254,9.3203125,2.9034910202026367,9.3203125,,,knowledge_qa,flash,ok,length,google_nq_open,train_61390,b35c414f260b1aed873b,39,39,128,128,063ce41f21e614db9091,0,1,1.0,42026414,0.0655409999126277,0.2520059999824298,0.3175469998950575,0.1114879995584487,16.916479110717773,0.0290200000563345,17.83153300016238,1877.752833366394,1898.7182900000332,14.785455380837748,14.758912086486816,15.36237096786499,15.851617069244384,14.950281251968612,14.923383999985164,15.51440240004922,16.12426267988667,1894.669312477112,1916.549823000196,67.63403454559948,66.88722632992479,679,2.88515853881836,6.970703125,2.8977980613708496,6.970703125,2.889878273010254,6.970703125,2.9034910202026367,6.970703125,,,knowledge_qa,b35c414f260b1aed873b,39,39,128,42026414,False,True,True,0,1.227833760490205,1.2193961674714402,1.2157966441436077,1.2136476279039499,1.2137011128458561,1.2157966441436074,0.0,25.209555741827327,<=128
req_0039,short_interactive,eager,ok,eos,lmsys_chatbot_arena_conversations,fabaefca92e342b497fd64955850f757,c82cd165ac22e6465442,36,36,256,80,9edccd729d8ee8fa3e1a,1,0,0.3125,42026039,0.0684010001350543,0.2680759998838766,0.336477000018931,0.1127360016107559,20.605632781982425,0.0322699997923336,21.59235900035128,1404.0176887512207,1417.9259270003968,17.77237580697748,17.68351936340332,18.57540512084961,19.039900016784667,17.947758936707377,17.866674000288185,18.73330730049929,19.21940860023824,1424.6233215332031,1439.518286000748,56.26709736845636,55.71518123455394,438,2.88515853881836,9.3203125,2.8963093757629395,9.3203125,2.8885154724121094,9.3203125,2.9017019271850586,9.3203125,,,short_interactive,flash,ok,eos,lmsys_chatbot_arena_conversations,fabaefca92e342b497fd64955850f757,c82cd165ac22e6465442,36,36,256,183,ac1ffb836011505566ab,1,0,0.71484375,42026039,0.0678009998864581,0.2502560000721132,0.3180569999585714,0.1116160005331039,15.852543830871582,0.0287110001409018,16.764982000040618,2706.4487686157227,2735.5815729999904,14.870597629756718,14.795775890350342,15.590201377868652,16.159620723724366,15.03042429670301,14.964309499987394,15.714664999984503,16.331835400137606,2722.3013124465942,2752.346555000031,67.24679296001905,66.53064262324618,892,2.88515853881836,6.970703125,2.8963093757629395,6.970703125,2.891267776489258,6.970703125,2.9017019271850586,6.970703125,,,short_interactive,c82cd165ac22e6465442,36,36,256,42026039,False,False,True,103,1.2998313079478498,1.287944061037403,1.195135276299466,1.1940952951437502,0.5230149100903217,1.195135276299466,0.0,25.209555741827327,<=128
req_0467,knowledge_qa,eager,ok,length,google_nq_open,train_23852,dad70c6063a51fafb068,41,41,128,128,afab429d36196ccf5890,0,1,1.0,42026467,0.0663610007904935,0.2853559999493882,0.3517170007398817,0.111904002726078,20.1092472076416,0.0325210003211395,21.3875259996712,2291.2608680725098,2312.260540000352,18.041424158051257,17.927167892456055,19.024643325805663,19.59325714111328,18.20645550393725,18.11335799993685,19.188518000100885,19.747461739680148,2311.370115280152,2333.6480660000234,55.42799677229111,54.92460637674535,665,2.88515853881836,9.3203125,2.897858142852783,9.3203125,2.8899316787719727,9.3203125,2.9035511016845703,9.3203125,,,knowledge_qa,flash,ok,eos,google_nq_open,train_23852,dad70c6063a51fafb068,41,41,128,86,b87be5643cff7af47b51,1,0,0.671875,42026467,0.0614010000390408,0.2442150000661058,0.3056160001051466,0.1259520053863525,15.96723175048828,0.0300809999771445,17.170989999840458,1250.4339866638184,1264.373100000057,14.710988078397865,14.618399620056152,15.392915153503418,15.5516019821167,14.87436751764803,14.785351000000446,15.56425500007208,15.716514680070755,1266.4012184143066,1281.5440899998976,67.9763993193928,67.2269917795595,434,2.88515853881836,6.970703125,2.897858142852783,6.970703125,2.8888092041015625,6.970703125,2.9035511016845703,6.970703125,,,knowledge_qa,dad70c6063a51fafb068,41,41,128,42026467,False,False,False,-42,1.2594072361370128,1.245561612922139,1.226391052858232,1.2240154401412893,1.820965883429114,1.2263910528582322,0.0,25.209555741827327,<=128
req_0617,coding_request,eager,ok,length,lmsys_chatbot_arena_conversations,7fcfbabe86814229ab48e404f61315db,8bb70cf12c1143a6eb4b,70,70,512,512,71e12368b97d358aa9ae,0,1,1.0,42026617,0.0693410001986194,0.3648470001280657,0.4341880003266851,0.1505600064992904,20.45894432067871,0.0340709993906784,21.556699000029766,9184.66583442688,9268.424972000505,17.973905742518355,17.845247268676758,18.9040641784668,19.69134674072265,18.137753624267493,18.01356600026338,19.09175399941887,19.852641899615264,9205.12477874756,9289.981671000533,55.63621031095316,55.133423590708034,1882,2.88515853881836,9.3203125,2.9068403244018555,9.3203125,2.900967121124268,9.3203125,2.9125332832336426,9.3203125,,,coding_request,flash,ok,length,lmsys_chatbot_arena_conversations,7fcfbabe86814229ab48e404f61315db,8bb70cf12c1143a6eb4b,70,70,512,512,05034c0e5cf02f6f5034,0,1,1.0,42026617,0.0714609998340165,0.3288270002030913,0.4002880000371078,0.1116160005331039,16.387039184570312,0.0343209999300597,17.411913999922035,7639.65660572052,7715.253844000017,14.950404316478512,14.8602876663208,15.831952095031738,16.529609298706056,15.09827435029365,15.014355999937834,15.973784999914642,16.673916900072072,7656.04364490509,7732.665757999939,66.88782315390549,66.23242868378121,1742,2.88515853881836,6.970703125,2.9068403244018555,6.970703125,2.900967121124268,6.970703125,2.9125332832336426,6.970703125,,,coding_request,8bb70cf12c1143a6eb4b,70,70,512,42026617,False,True,True,0,1.2484832732896873,1.2380430434084553,1.2022354286905341,1.2013130244857901,1.2013944429693537,1.2022354286905341,0.0,25.209555741827327,<=128
req_0359,knowledge_qa,eager,ok,eos,google_nq_open,train_55568,7c236181e24c09191705,38,38,128,71,02c0c64b413be47f839f,1,0,0.5546875,42026359,0.0614020000284654,0.2212440003859228,0.2826460004143882,0.0962560027837753,19.913856506347656,0.038490999941132,20.80540499991912,1258.8896656036377,1271.7727589997594,17.984138080051967,17.90870475769043,18.53450307846069,19.603660278320312,18.167349971424432,18.082117999711045,18.778627000165216,19.796692190393514,1278.8035221099854,1292.5781639996785,55.60455527803145,55.04127958760064,242,2.88515853881836,9.3203125,2.8977713584899902,9.3203125,2.8883285522460938,9.3203125,2.9034643173217773,9.3203125,,,knowledge_qa,flash,ok,length,google_nq_open,train_55568,7c236181e24c09191705,38,38,128,128,f47cfdb646f43ab5ec04,0,1,1.0,42026359,0.0583220000862638,0.210164000009172,0.2684860000954359,0.1095679998397827,16.714752197265625,0.0293800001145427,17.58307800014336,1879.2048950195312,1900.1678600000105,14.796888937161665,14.721856117248535,15.62742700576782,15.984277725219728,14.96150699999924,14.88406299995404,15.80142580003212,16.155503799986946,1895.9196472167969,1917.7509380001536,67.58177372599918,66.83620046073156,539,2.88515853881836,6.970703125,2.8977713584899902,6.970703125,2.8898515701293945,6.970703125,2.9034643173217773,6.970703125,,,knowledge_qa,7c236181e24c09191705,38,38,128,42026359,False,False,False,57,1.1913940614450373,1.183262964524726,1.2153999503831971,1.2142727314451247,0.6740073167934881,1.2153999503831976,0.0,25.209555741827327,<=128
req_0591,coding_request,eager,ok,length,lmsys_chatbot_arena_conversations,e747fcfc35214042853a467d2b8ff9e5,43817445453480f707ea,53,53,512,512,5fb47c5f5ad6189779ff,0,1,1.0,42026591,0.0667209997118334,0.3160969999953522,0.3828179997071856,0.1237120032310485,21.522432327270508,0.0506210008097696,22.61307000026136,9160.752002716064,9243.573171999742,17.92710763740913,17.84396743774414,18.830143928527832,19.350921440124512,18.08911526614364,17.997347000346053,18.98685200012551,19.5086599993374,9182.274435043337,9266.186242000003,55.78144674678389,55.2816525051049,2126,2.88515853881836,9.3203125,2.902200222015381,9.3203125,2.900511741638184,9.3203125,2.907893180847168,9.3203125,,,coding_request,flash,ok,length,lmsys_chatbot_arena_conversations,e747fcfc35214042853a467d2b8ff9e5,43817445453480f707ea,53,53,512,512,2a9f7704dc2b71f19e23,0,1,1.0,42026591,0.0679310001032718,0.2805359999911161,0.3484670000943879,0.1382720023393631,16.60620880126953,0.0332009999510773,17.642770000065866,7613.284516334534,7689.408966999963,14.898795530987346,14.819456100463867,15.640399932861328,16.078662872314453,15.047696978473336,14.96854600009101,15.799517000004926,16.2378815999773,7629.890725135803,7707.051737000029,67.119519690041,66.45504253877233,2273,2.88515853881836,6.970703125,2.902200222015381,6.970703125,2.900511741638184,6.970703125,2.907893180847168,6.970703125,,,coding_request,43817445453480f707ea,53,53,512,42026591,False,True,True,0,1.296047314882921,1.2817188004024842,1.2032588540545663,1.2021185229886833,1.2022997325312972,1.2032588540545663,0.0,25.209555741827327,<=128
req_0575,coding_request,eager,ok,eos,lmsys_chatbot_arena_conversations,e0f2594e119b454ab004837ab11c5a6c,16bf01945280324fbc0e,48,48,512,235,b4f8a79c7c7e5e2ea752,1,0,0.458984375,42026575,0.0613709999015554,0.2685660001588985,0.329937000060454,0.1259520053863525,19.62041664123535,0.0413510006183059,20.610499999747844,4205.495859146118,4244.5242699996015,17.97220452626546,17.851903915405273,18.767717838287357,19.574564571380613,18.13881230341744,18.011776500316046,18.96478784997271,19.73340261008161,4225.1162757873535,4265.134769999349,55.64147673361668,55.12985322145936,1005,2.88515853881836,9.3203125,2.900113582611084,9.3203125,2.892977714538574,9.3203125,2.905806541442871,9.3203125,,,coding_request,flash,ok,eos,lmsys_chatbot_arena_conversations,e0f2594e119b454ab004837ab11c5a6c,16bf01945280324fbc0e,48,48,512,308,83c828e7e042a2a01cc6,1,0,0.6015625,42026575,0.065542000129426,0.2766650000012305,0.3422070001306565,0.1267199963331222,15.774720191955566,0.0297409999348019,16.716460999987248,4556.185312271118,4601.682002999951,14.840994502511784,14.744768142700195,15.566790294647218,16.02087459564209,14.9890787687299,14.900094000040554,15.71556930002771,16.16400648002582,4571.960032463074,4618.398463999938,67.38092921136474,66.71473600302217,1316,2.88515853881836,6.970703125,2.900113582611084,6.970703125,2.894927978515625,6.970703125,2.905806541442871,6.970703125,,,coding_request,16bf01945280324fbc0e,48,48,512,42026575,False,False,True,73,1.243788568195392,1.2329463754178331,1.2109838409564624,1.2101352313431355,0.9235094813160337,1.2109838409564622,0.0,25.209555741827327,<=128
req_0806,long_context_qa,eager,ok,eos,google_natural_questions,-741966221578708035,79a689a2dddd35699829,3127,3127,256,27,ca9ab8e9611761eb9192,1,0,0.10546875,42026806,0.0743520004107267,5.351337999854877,5.425690000265604,0.1793279945850372,481.2480773925781,0.1031029996738652,487.6748819997374,470.1504974365234,474.4351409999581,18.082711439866287,18.038000106811523,19.1895604133606,19.286208152771,18.245944615395835,18.192454499967425,19.377687250198505,19.53382200008491,951.3985748291016,962.1100229996956,55.30144101040826,54.80201138811152,119,2.88515853881836,9.3203125,3.865859031677246,9.3203125,2.9812164306640625,9.3203125,4.147106647491455,9.3203125,,,long_context_qa,flash,ok,eos,google_natural_questions,-741966221578708035,79a689a2dddd35699829,3127,3127,256,26,5049744ee89cbefe9cab,1,0,0.1015625,42026806,0.0649520000024495,4.928839999820411,4.993791999822861,0.1566720008850097,218.4837188720703,0.1006219999908353,224.37325999999305,382.1252479553223,386.4941120000367,15.285009918212891,15.221759796142578,15.978425407409668,16.043888931274417,15.458026080004856,15.38852300018334,16.144520600028045,16.198570159986048,600.6089668273926,610.8673720000297,65.42357547367028,64.6840384466132,110,2.88515853881836,6.970703125,3.865859031677246,6.970703125,2.9812164306640625,6.970703125,3.874804973602295,6.970703125,,,long_context_qa,79a689a2dddd35699829,3127,3127,256,42026806,False,False,True,-1,2.202672491465441,2.1734982234503013,1.1830356366546932,1.1803541099595625,1.5749900340063485,1.183035636654693,6.566063934089394,25.209555741827327,3073-4096
req_0126,short_interactive,eager,ok,length,lmsys_chatbot_arena_conversations,dcacee2c349545eab234d3cbd3f4f389,db4447285f0643b8c499,40,40,256,256,bba38e2017ab19f35075,0,1,1.0,42026126,0.0661610001770895,0.2678560003914754,0.334017000568565,0.1146880015730857,20.487104415893555,0.0349010006175376,21.419267000055697,4548.849222183228,4593.495814999187,17.83862440071854,17.757152557373047,18.51274929046631,19.502239990234376,18.013540329411626,17.94205599981069,18.68918800009851,19.67514058054803,4569.336326599121,4614.915081999243,56.05813416642821,55.51327578602466,1248,2.88515853881836,9.3203125,2.897824764251709,9.3203125,2.893324851989746,9.3203125,2.903517723083496,9.3203125,,,short_interactive,flash,ok,length,lmsys_chatbot_arena_conversations,dcacee2c349545eab234d3cbd3f4f389,db4447285f0643b8c499,40,40,256,256,4b5e6fe999a46d5f3419,0,1,1.0,42026126,0.0713009999344649,0.2584260000730864,0.3297270000075514,0.116736002266407,16.533472061157227,0.056561000064903,18.01431700005196,3787.7723245620728,3827.042313999982,14.854009115929696,14.752767562866213,15.548678207397462,16.34536373138428,15.007881070588317,14.90975299998354,15.697215299974232,16.499165139975958,3804.30579662323,3845.056631000034,67.32189217034899,66.63108977582138,1153,2.88515853881836,6.970703125,2.897824764251709,6.970703125,2.893324851989746,6.970703125,2.903517723083496,6.970703125,,,short_interactive,db4447285f0643b8c499,40,40,256,42026126,False,True,True,0,1.239128982715298,1.1890135496113405,1.20092994837253,1.2002720600387518,1.2002203152984463,1.20092994837253,0.0,25.209555741827327,<=128
req_0318,knowledge_qa,eager,ok,eos,google_nq_open,train_80457,7bef18d9c0061fee3be9,37,37,128,97,322533885a34fa28a274,1,0,0.7578125,42026318,0.0618410003880853,0.2521050000723335,0.3139460004604189,0.1249279975891113,20.207616806030277,0.032181000278797,21.14947000063694,1721.278455734253,1739.2158169996037,17.929983913898468,17.8430233001709,18.92121648788452,19.276602458953857,18.116247145835967,18.026247499619785,19.076006749628505,19.49042634951184,1741.4860725402832,1760.3652870002406,55.77249844741064,55.19729010147444,386,2.88515853881836,9.3203125,2.8966193199157715,9.3203125,2.8889970779418945,9.3203125,2.9023122787475586,9.3203125,,,knowledge_qa,flash,ok,eos,google_nq_open,train_80457,7bef18d9c0061fee3be9,37,37,128,93,c2ab83bbd09941ec1a1b,1,0,0.7265625,42026318,0.0812309999673743,0.3319370000554045,0.4131680000227788,0.1190399974584579,16.752639770507812,0.0405109999519481,17.88953400000537,1344.114140510559,1359.3551699998443,14.609936309897382,14.507984161376951,15.28866376876831,15.770060720443729,14.775021184781824,14.676748499937275,15.449168400073177,15.951165329970536,1360.866780281067,1377.2447039998497,68.44656806084488,67.67914819495668,358,2.88515853881836,6.970703125,2.8966193199157715,6.970703125,2.888890266418457,6.970703125,2.9023122787475586,6.970703125,,,knowledge_qa,7bef18d9c0061fee3be9,37,37,128,42026318,False,False,True,-4,1.206234783464083,1.1822258757903135,1.2272458642925053,1.226140180732572,1.2781790206836279,1.2272458642925053,0.0,25.209555741827327,<=128
req_0024,short_interactive,eager,ok,eos,lmsys_chatbot_arena_conversations,53d8d9ccfcae42f1a163caee5138a0b6,443516b2027ef52dcabb,35,35,256,180,77456d2f103538e44dbb,1,0,0.703125,42026024,0.0635610003882902,0.2325549994566245,0.2961159998449147,0.1041920036077499,19.730432510375977,0.0313209993691998,20.614878999367647,3205.6169872283936,3234.942686000068,17.90847478898544,17.81350326538086,18.953522872924804,19.404491653442385,18.07207377653832,17.969786999856296,19.107657100084907,19.593057639958715,3225.347419738769,3255.5575649994357,55.8394844777651,55.33328326794234,534,2.88515853881836,9.3203125,2.8959999084472656,9.3203125,2.8911609649658203,9.3203125,2.901675224304199,9.3203125,,,short_interactive,flash,ok,eos,lmsys_chatbot_arena_conversations,53d8d9ccfcae42f1a163caee5138a0b6,443516b2027ef52dcabb,35,35,256,80,47f35b245cb2a60d680b,1,0,0.3125,42026024,0.0770120000197494,0.250114999971629,0.3271269999913784,0.1283520013093948,16.60927963256836,0.0306099998397257,17.576107999957458,1165.127423286438,1176.6438880001715,14.74844839603086,14.650367736816406,15.479897594451904,16.425058364868164,14.89379679746947,14.790960000027551,15.627864099974431,16.572372219943645,1181.7367029190063,1194.219996000129,67.80374268178086,67.1401099395236,251,2.88515853881836,6.970703125,2.8959999084472656,6.970703125,2.88848876953125,6.970703125,2.901675224304199,6.970703125,,,short_interactive,443516b2027ef52dcabb,35,35,256,42026024,False,False,True,-100,1.1879162099051843,1.1728921442345226,1.2142616164155284,1.2133960213294206,2.726095339136395,1.2142616164155284,0.0,25.209555741827327,<=128
